subject,sessionIndex,rep,H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
s017,6,5,0.0847,0.1873,0.1026,0.0462,0.0998,0.0536,0.0525,0.1058,0.0533,0.0578,0.199,0.1412,0.0512,0.3392,0.288,0.0523,0.1648,0.1125,0.0681,0.116,0.0479,0.0758,0.0796,0.0038,0.0549,0.1541,0.0992,0.0689,0.1865,0.1176,0.0668
s017,6,6,0.0792,0.163,0.0838,0.052,0.1048,0.0528,0.051,0.0972,0.0462,0.0647,0.1977,0.133,0.0489,0.3213,0.2724,0.0578,0.1779,0.1201,0.0626,0.1194,0.0568,0.0652,0.0536,-0.0116,0.0576,0.1605,0.1029,0.0708,0.1836,0.1128,0.0708
s017,6,7,0.0855,0.1387,0.0532,0.0528,0.1156,0.0628,0.052,0.0866,0.0346,0.0655,0.198,0.1325,0.061,0.3239,0.2629,0.0615,0.198,0.1365,0.0644,0.1748,0.1104,0.0124,0.4737,0.4613,0.0486,0.19,0.1414,0.0663,0.2261,0.1598,0.0713
s017,6,8,0.0694,0.1245,0.0551,0.0547,0.1363,0.0816,0.0584,0.0817,0.0233,0.0634,0.2083,0.1449,0.052,0.3284,0.2764,0.0557,0.1745,0.1188,0.0626,0.0999,0.0373,0.0726,0.0811,0.0085,0.0631,0.1547,0.0916,0.0758,0.1834,0.1076,0.0705
s017,6,9,0.085,0.1425,0.0575,0.0494,0.1099,0.0605,0.0531,0.0972,0.0441,0.0602,0.1919,0.1317,0.0549,0.331,0.2761,0.0417,0.1874,0.1457,0.0663,0.1276,0.0613,0.0663,0.0542,-0.0121,0.0729,0.1829,0.11,0.0768,0.1907,0.1139,0.0726
s017,6,10,0.0874,0.1633,0.0759,0.0594,0.0951,0.0357,0.0533,0.1032,0.0499,0.0568,0.1959,0.1391,0.0528,0.2883,0.2355,0.0531,0.1606,0.1075,0.0708,0.1873,0.1165,0.0763,0.0872,0.0109,0.0562,0.2665,0.2103,0.0647,0.2535,0.1888,0.066
s017,6,11,0.0763,0.138,0.0617,0.0544,0.1254,0.071,0.0504,0.0882,0.0378,0.0523,0.1982,0.1459,0.0552,0.3036,0.2484,0.0557,0.2305,0.1748,0.066,0.1086,0.0426,0.0708,0.0751,0.0043,0.0576,0.1584,0.1008,0.0723,0.1809,0.1086,0.0708
s017,6,12,0.0776,0.4383,0.3607,0.0718,0.2141,0.1423,0.0528,0.1199,0.0671,0.057,0.5048,0.4478,0.0502,0.3371,0.2869,0.0692,0.2112,0.142,0.0694,0.1112,0.0418,0.0642,0.068,0.0038,0.0615,0.1631,0.1016,0.0744,0.1912,0.1168,0.0723
s017,6,13,0.076,0.1715,0.0955,0.056,0.1025,0.0465,0.0525,0.1003,0.0478,0.0602,0.2204,0.1602,0.0557,0.2986,0.2429,0.0639,0.2234,0.1595,0.0684,0.1495,0.0811,0.0512,0.0201,-0.0311,0.0686,0.2011,0.1325,0.0673,0.1933,0.126,0.071
s017,6,14,0.0734,0.1401,0.0667,0.0489,0.127,0.0781,0.0496,0.071,0.0214,0.056,0.1982,0.1422,0.0565,0.3059,0.2494,0.0565,0.1912,0.1347,0.0729,0.1181,0.0452,0.0813,0.094,0.0127,0.0615,0.1618,0.1003,0.0776,0.1944,0.1168,0.0713
s017,6,15,0.0795,0.3869,0.3074,0.0531,0.188,0.1349,0.0547,0.0867,0.032,0.065,0.298,0.233,0.0652,0.3402,0.275,0.0642,0.2096,0.1454,0.0739,0.0864,0.0125,0.0861,0.1136,0.0275,0.0602,0.161,0.1008,0.0752,0.1875,0.1123,0.0739
s017,6,16,0.08,0.1285,0.0485,0.0615,0.1373,0.0758,0.0407,0.0698,0.0291,0.0684,0.2346,0.1662,0.0686,0.3502,0.2816,0.0626,0.2323,0.1697,0.0628,0.1059,0.0431,0.0715,0.084,0.0125,0.0581,0.1615,0.1034,0.0723,0.1894,0.1171,0.0726
s017,6,17,0.0734,0.1171,0.0437,0.062,0.1341,0.0721,0.0499,0.0769,0.027,0.0655,0.2133,0.1478,0.0584,0.3131,0.2547,0.0573,0.202,0.1447,0.0631,0.1123,0.0492,0.0752,0.0864,0.0112,0.0555,0.1523,0.0968,0.0818,0.2041,0.1223,0.0665
s017,6,18,0.0853,0.1757,0.0904,0.0539,0.0927,0.0388,0.0652,0.1172,0.052,0.0628,0.2027,0.1399,0.0618,0.3105,0.2487,0.0584,0.1919,0.1335,0.0642,0.1282,0.064,0.065,0.0696,0.0046,0.0597,0.1412,0.0815,0.0808,0.1929,0.1121,0.0829
s017,6,19,0.0839,0.1255,0.0416,0.0507,0.1183,0.0676,0.051,0.0935,0.0425,0.0557,0.2111,0.1554,0.0547,0.2867,0.232,0.0547,0.2165,0.1618,0.0631,0.1323,0.0692,0.0669,0.0621,-0.0048,0.0587,0.2049,0.1462,0.057,0.2796,0.2226,0.051
s017,6,20,0.0739,0.2052,0.1313,0.0507,0.1209,0.0702,0.0547,0.0716,0.0169,0.065,0.2239,0.1589,0.0499,0.2894,0.2395,0.0528,0.1866,0.1338,0.0636,0.1117,0.0481,0.0755,0.0766,0.0011,0.0615,0.1589,0.0974,0.0721,0.1754,0.1033,0.0818
s017,6,21,0.0803,0.0992,0.0189,0.0576,0.1532,0.0956,0.0433,0.046,0.0027,0.051,0.2104,0.1594,0.0565,0.2949,0.2384,0.0573,0.2014,0.1441,0.0631,0.1141,0.051,0.0758,0.087,0.0112,0.0555,0.1576,0.1021,0.0708,0.1863,0.1155,0.0639
s017,6,22,0.0913,0.1823,0.091,0.0507,0.1283,0.0776,0.0557,0.0953,0.0396,0.0623,0.2607,0.1984,0.0555,0.3361,0.2806,0.056,0.1861,0.1301,0.0668,0.1078,0.041,0.0818,0.0856,0.0038,0.061,0.1695,0.1085,0.0652,0.1802,0.115,0.071
s017,6,23,0.0758,0.1362,0.0604,0.051,0.116,0.065,0.0544,0.0924,0.038,0.0655,0.204,0.1385,0.056,0.2883,0.2323,0.0576,0.2131,0.1555,0.0676,0.1184,0.0508,0.0752,0.0766,0.0014,0.0694,0.1641,0.0947,0.076,0.1867,0.1107,0.0742
s017,6,24,0.0737,0.1185,0.0448,0.0525,0.1167,0.0642,0.0462,0.0877,0.0415,0.0626,0.2112,0.1486,0.0586,0.3278,0.2692,0.0504,0.197,0.1466,0.0584,0.1107,0.0523,0.0784,0.0864,0.008,0.0673,0.1689,0.1016,0.0755,0.8707,0.7952,0.0781
s017,6,25,0.0721,0.2217,0.1496,0.0555,0.1088,0.0533,0.0486,0.0858,0.0372,0.061,0.2093,0.1483,0.0533,0.2986,0.2453,0.0584,0.1873,0.1289,0.07,0.121,0.051,0.0884,0.0858,-0.0026,0.061,0.3624,0.3014,0.0702,0.2487,0.1785,0.075
s017,6,26,0.0792,0.2113,0.1321,0.0499,0.0964,0.0465,0.0499,0.1051,0.0552,0.0578,0.1977,0.1399,0.0518,0.2757,0.2239,0.057,0.1996,0.1426,0.0715,0.1671,0.0956,0.0634,0.155,0.0916,0.0597,0.1887,0.129,0.0744,0.2018,0.1274,0.0634
s017,6,27,0.0734,0.2417,0.1683,0.0557,0.1172,0.0615,0.0599,0.0766,0.0167,0.0663,0.2191,0.1528,0.0594,0.2816,0.2222,0.0544,0.282,0.2276,0.0882,0.1688,0.0806,0.0705,0.1007,0.0302,0.066,0.1684,0.1024,0.0737,0.1918,0.1181,0.0768
s017,6,28,0.0839,0.1057,0.0218,0.0613,0.1513,0.09,0.0467,0.0642,0.0175,0.0628,0.2058,0.143,0.0591,0.2974,0.2383,0.0462,0.17,0.1238,0.0679,0.1395,0.0716,0.0719,0.0365,-0.0354,0.0809,0.1764,0.0955,0.0771,0.1826,0.1055,0.0747
s017,6,29,0.0819,0.0744,-0.0075,0.0623,0.16,0.0977,0.0544,0.0602,0.0058,0.0681,0.2341,0.166,0.057,0.2814,0.2244,0.0523,0.18,0.1277,0.0694,0.127,0.0576,0.0774,0.0415,-0.0359,0.079,0.1415,0.0625,0.0863,0.1844,0.0981,0.0842
s017,6,30,0.09,0.1137,0.0237,0.056,0.1307,0.0747,0.0496,0.0583,0.0087,0.0737,0.2328,0.1591,0.0444,0.2749,0.2305,0.0483,0.209,0.1607,0.0631,0.1157,0.0526,0.0587,0.055,-0.0037,0.0605,0.1254,0.0649,0.0921,0.1899,0.0978,0.0771
s017,6,31,0.0758,0.224,0.1482,0.0562,0.1111,0.0549,0.0428,0.0808,0.038,0.0663,0.2067,0.1404,0.0573,0.2978,0.2405,0.0634,0.1914,0.128,0.0686,0.0993,0.0307,0.0731,0.0808,0.0077,0.0647,0.1663,0.1016,0.0689,0.1757,0.1068,0.0755
s017,6,32,0.0763,0.0897,0.0134,0.046,0.2223,0.1763,0.0399,0.2154,0.1755,0.066,0.3001,0.2341,0.0533,0.3825,0.3292,0.0626,0.2215,0.1589,0.0692,0.1123,0.0431,0.0768,0.1444,0.0676,0.0259,0.2972,0.2713,0.0787,0.2654,0.1867,0.0671
s017,6,33,0.0723,0.0915,0.0192,0.0599,0.1671,0.1072,0.0547,0.0669,0.0122,0.0639,0.2098,0.1459,0.061,0.3255,0.2645,0.0623,0.199,0.1367,0.0655,0.1173,0.0518,0.0826,0.0742,-0.0084,0.0583,0.1351,0.0768,0.0826,0.1981,0.1155,0.0792
s017,6,34,0.0702,0.1137,0.0435,0.0544,0.1352,0.0808,0.0499,0.0763,0.0264,0.0697,0.2175,0.1478,0.0552,0.3113,0.2561,0.0684,0.1959,0.1275,0.0673,0.1323,0.065,0.0784,0.0568,-0.0216,0.0792,0.1478,0.0686,0.0913,0.2102,0.1189,0.0723
s017,6,35,0.0816,0.1267,0.0451,0.0547,0.1255,0.0708,0.0528,0.0932,0.0404,0.0613,0.2112,0.1499,0.0507,0.317,0.2663,0.075,0.1943,0.1193,0.0692,0.1324,0.0632,0.0829,0.0515,-0.0314,0.0716,0.1524,0.0808,0.0803,0.1889,0.1086,0.0779
s017,6,36,0.089,0.1069,0.0179,0.0581,0.1355,0.0774,0.0552,0.0692,0.014,0.0686,0.2093,0.1407,0.0597,0.3041,0.2444,0.0555,0.1876,0.1321,0.0797,0.1154,0.0357,0.0795,0.0859,0.0064,0.0547,0.1394,0.0847,0.0826,0.1867,0.1041,0.0744
s017,6,37,0.0821,0.1229,0.0408,0.0512,0.1359,0.0847,0.0565,0.0618,0.0053,0.0657,0.2114,0.1457,0.0597,0.3107,0.251,0.0636,0.1945,0.1309,0.0663,0.1453,0.079,0.0692,0.0323,-0.0369,0.0969,0.2199,0.123,0.0832,0.2372,0.154,0.0306
s017,6,38,0.0787,0.219,0.1403,0.056,0.1349,0.0789,0.046,0.0888,0.0428,0.0671,0.2078,0.1407,0.056,0.3342,0.2782,0.057,0.1674,0.1104,0.0655,0.1287,0.0632,0.0772,0.0645,-0.0127,0.055,0.1508,0.0958,0.0813,0.1934,0.1121,0.0697
s017,6,39,0.0723,0.1321,0.0598,0.0428,0.1093,0.0665,0.0499,0.108,0.0581,0.0591,0.2005,0.1414,0.056,0.3155,0.2595,0.0597,0.1777,0.118,0.0676,0.1279,0.0603,0.0803,0.0573,-0.023,0.0637,0.1497,0.086,0.0879,0.2015,0.1136,0.0599
s017,6,40,0.0776,0.1335,0.0559,0.0457,0.1172,0.0715,0.0547,0.088,0.0333,0.0591,0.2074,0.1483,0.0599,0.3344,0.2745,0.0668,0.1769,0.1101,0.0652,0.1313,0.0661,0.0868,0.0718,-0.015,0.0544,0.1494,0.095,0.0774,0.1945,0.1171,0.0555
s017,6,41,0.0861,0.1296,0.0435,0.0586,0.1354,0.0768,0.0444,0.0816,0.0372,0.057,0.2101,0.1531,0.0568,0.3234,0.2666,0.0679,0.1999,0.132,0.0644,0.1228,0.0584,0.0761,0.0658,-0.0103,0.0689,0.1489,0.08,0.0824,0.2689,0.1865,0.07
s017,6,42,0.0752,0.168,0.0928,0.0589,0.1268,0.0679,0.0549,0.09,0.0351,0.0562,0.2222,0.166,0.0539,0.3364,0.2825,0.0642,0.197,0.1328,0.0681,0.1199,0.0518,0.0737,0.0838,0.0101,0.0483,0.1462,0.0979,0.0853,0.1929,0.1076,0.0665
s017,6,43,0.0813,0.1319,0.0506,0.0483,0.1114,0.0631,0.0533,0.0919,0.0386,0.0557,0.2098,0.1541,0.0544,0.3305,0.2761,0.0705,0.2358,0.1653,0.0597,0.1403,0.0806,0.0618,0.0687,0.0069,0.0634,0.1523,0.0889,0.0763,0.1847,0.1084,0.0797
s017,6,44,0.0847,0.12,0.0353,0.0491,0.1278,0.0787,0.0528,0.0644,0.0116,0.0634,0.2257,0.1623,0.0489,0.3208,0.2719,0.0523,0.1658,0.1135,0.0681,0.1276,0.0595,0.0768,0.0681,-0.0087,0.0732,0.1429,0.0697,0.0876,0.2023,0.1147,0.0671
s017,6,45,0.0797,0.115,0.0353,0.0496,0.1246,0.075,0.042,0.0769,0.0349,0.0671,0.2217,0.1546,0.0539,0.315,0.2611,0.0562,0.1507,0.0945,0.0673,0.1685,0.1012,0.0832,0.018,-0.0652,0.0824,0.2217,0.1393,0.0718,0.6076,0.5358,0.0744
s017,6,46,0.0781,0.1915,0.1134,0.0578,0.1304,0.0726,0.0533,0.0755,0.0222,0.0686,0.2074,0.1388,0.0507,0.3221,0.2714,0.0512,0.2001,0.1489,0.0805,0.1437,0.0632,0.0821,0.1194,0.0373,0.0607,0.1668,0.1061,0.0702,0.1759,0.1057,0.0784
s017,6,47,0.0834,0.1168,0.0334,0.0518,0.1392,0.0874,0.0452,0.0766,0.0314,0.0491,0.1921,0.143,0.0578,0.3133,0.2555,0.0512,0.18,0.1288,0.0723,0.1112,0.0389,0.0681,0.07,0.0019,0.0655,0.1576,0.0921,0.0853,0.1989,0.1136,0.0789
s017,6,48,0.0813,0.0994,0.0181,0.0568,0.1378,0.081,0.0499,0.0795,0.0296,0.0578,0.1934,0.1356,0.0618,0.3839,0.3221,0.0607,0.1933,0.1326,0.0671,0.1068,0.0397,0.0694,0.0761,0.0067,0.0634,0.1518,0.0884,0.0871,0.2097,0.1226,0.0737
s017,6,49,0.0676,0.1274,0.0598,0.0394,0.1376,0.0982,0.0528,0.0734,0.0206,0.0528,0.2003,0.1475,0.0581,0.3466,0.2885,0.0594,0.1919,0.1325,0.0787,0.1355,0.0568,0.0882,0.0776,-0.0106,0.07,0.1824,0.1124,0.0718,0.1957,0.1239,0.0684
s017,6,50,0.0781,0.1108,0.0327,0.042,0.1418,0.0998,0.0544,0.065,0.0106,0.0576,0.2048,0.1472,0.0615,0.4197,0.3582,0.0795,0.2514,0.1719,0.0679,0.1258,0.0579,0.062,0.0982,0.0362,0.0697,0.1969,0.1272,0.071,0.2047,0.1337,0.0581
s017,7,1,0.0721,0.1694,0.0973,0.0578,0.1151,0.0573,0.0423,0.0996,0.0573,0.0702,0.2428,0.1726,0.0457,0.3448,0.2991,0.0504,0.1481,0.0977,0.0557,0.0967,0.041,0.0708,0.073,0.0022,0.0473,0.1441,0.0968,0.0578,0.1611,0.1033,0.0702
s017,7,2,0.0692,0.1267,0.0575,0.0586,0.0982,0.0396,0.0439,0.0954,0.0515,0.0618,0.1779,0.1161,0.0555,0.3174,0.2619,0.0565,0.1561,0.0996,0.0388,0.1144,0.0756,0.0688,0.0286,-0.0402,0.0624,0.2239,0.1615,0.0623,0.263,0.2007,0.0528
s017,7,3,0.0705,0.1195,0.049,0.0499,0.1032,0.0533,0.0481,0.0896,0.0415,0.0552,0.1718,0.1166,0.0586,0.3297,0.2711,0.0568,0.1532,0.0964,0.0547,0.1231,0.0684,0.0677,0.0521,-0.0156,0.0574,0.1508,0.0934,0.062,0.1635,0.1015,0.0694
s017,7,4,0.0805,0.1403,0.0598,0.052,0.1246,0.0726,0.0467,0.0663,0.0196,0.0496,0.1839,0.1343,0.0504,0.2956,0.2452,0.0525,0.1927,0.1402,0.0607,0.1286,0.0679,0.0626,0.0515,-0.0111,0.0724,0.1798,0.1074,0.0634,0.1699,0.1065,0.0562
s017,7,5,0.0789,0.2419,0.163,0.062,0.1288,0.0668,0.0444,0.0864,0.042,0.0576,0.2399,0.1823,0.0568,0.3332,0.2764,0.0679,0.193,0.1251,0.0668,0.1286,0.0618,0.0694,0.0433,-0.0261,0.0808,0.1869,0.1061,0.0639,0.1728,0.1089,0.0639
s017,7,6,0.0829,0.1187,0.0358,0.0615,0.1117,0.0502,0.0565,0.0927,0.0362,0.061,0.1887,0.1277,0.0597,0.3579,0.2982,0.0663,0.1996,0.1333,0.0673,0.1331,0.0658,0.0771,0.116,0.0389,0.0378,0.1748,0.137,0.0679,0.1976,0.1297,0.0544
s017,7,7,0.0755,0.1264,0.0509,0.0518,0.1265,0.0747,0.0525,0.0802,0.0277,0.0586,0.1768,0.1182,0.0568,0.3137,0.2569,0.0594,0.1801,0.1207,0.0718,0.1566,0.0848,0.0652,0.0177,-0.0475,0.0713,0.1687,0.0974,0.0731,0.1815,0.1084,0.0618
s017,7,8,0.0853,0.2153,0.13,0.0441,0.2489,0.2048,0.0552,0.1568,0.1016,0.0552,0.2499,0.1947,0.0531,0.3234,0.2703,0.052,0.1629,0.1109,0.0671,0.1387,0.0716,0.0716,0.0344,-0.0372,0.0655,0.1584,0.0929,0.0734,0.1749,0.1015,0.0562
s017,7,9,0.0766,0.1093,0.0327,0.056,0.1236,0.0676,0.0436,0.0832,0.0396,0.0555,0.1861,0.1306,0.0597,0.3213,0.2616,0.0628,0.1987,0.1359,0.0602,0.1289,0.0687,0.0742,0.0473,-0.0269,0.084,0.1703,0.0863,0.0721,0.1723,0.1002,0.0581
s017,7,10,0.0861,0.2243,0.1382,0.0496,0.1175,0.0679,0.0631,0.0711,0.008,0.0499,0.1816,0.1317,0.0504,0.3031,0.2527,0.0525,0.1805,0.128,0.0584,0.129,0.0706,0.0737,0.0711,-0.0026,0.0718,0.147,0.0752,0.0792,0.1752,0.096,0.062
s017,7,11,0.0792,0.1736,0.0944,0.0597,0.1534,0.0937,0.0528,0.0631,0.0103,0.0401,0.2359,0.1958,0.0552,0.3218,0.2666,0.0576,0.2083,0.1507,0.0657,0.1413,0.0756,0.0634,0.0283,-0.0351,0.0705,0.1623,0.0918,0.0655,0.171,0.1055,0.0499
s017,7,12,0.0708,0.1182,0.0474,0.0568,0.1165,0.0597,0.0531,0.083,0.0299,0.057,0.1821,0.1251,0.052,0.326,0.274,0.0584,0.3804,0.322,0.0686,0.2349,0.1663,0.0742,0.1389,0.0647,0.0531,0.1674,0.1143,0.0647,0.1773,0.1126,0.0552
s017,7,13,0.0744,0.1414,0.067,0.0528,0.1093,0.0565,0.0475,0.0879,0.0404,0.0489,0.1774,0.1285,0.0499,0.3216,0.2717,0.0581,0.2131,0.155,0.0586,0.1154,0.0568,0.0771,0.0481,-0.029,0.0734,0.1563,0.0829,0.0752,0.1746,0.0994,0.0573
s017,7,14,0.0734,0.12,0.0466,0.0597,0.1247,0.065,0.0441,0.0755,0.0314,0.043,0.2003,0.1573,0.0533,0.3241,0.2708,0.0531,0.2152,0.1621,0.0655,0.1308,0.0653,0.0766,0.078,0.0014,0.0657,0.1377,0.072,0.0742,0.1781,0.1039,0.0573
s017,7,15,0.0697,0.1303,0.0606,0.057,0.1309,0.0739,0.0525,0.0773,0.0248,0.0555,0.2099,0.1544,0.0507,0.3513,0.3006,0.0568,0.1954,0.1386,0.0652,0.1476,0.0824,0.0719,0.0191,-0.0528,0.061,0.1462,0.0852,0.0763,0.1717,0.0954,0.0602
s017,7,16,0.0665,0.1398,0.0733,0.056,0.1107,0.0547,0.0557,0.0805,0.0248,0.0657,0.204,0.1383,0.0565,0.3588,0.3023,0.0562,0.1864,0.1302,0.0715,0.1283,0.0568,0.0816,0.083,0.0014,0.062,0.1602,0.0982,0.0771,0.2023,0.1252,0.0576
s017,7,17,0.0818,0.0997,0.0179,0.0549,0.1597,0.1048,0.0465,0.0727,0.0262,0.0591,0.2594,0.2003,0.0549,0.359,0.3041,0.0602,0.1949,0.1347,0.0721,0.1231,0.051,0.0684,0.0668,-0.0016,0.0555,0.1307,0.0752,0.0781,0.1843,0.1062,0.0576
s017,7,18,0.0708,0.1035,0.0327,0.0584,0.1384,0.08,0.0557,0.0637,0.008,0.0415,0.1946,0.1531,0.0565,0.3274,0.2709,0.0602,0.2083,0.1481,0.0647,0.1279,0.0632,0.0745,0.0552,-0.0193,0.0584,0.1423,0.0839,0.0763,0.1749,0.0986,0.052
s017,7,19,0.0737,0.0918,0.0181,0.0594,0.1653,0.1059,0.0555,0.0436,-0.0119,0.047,0.2462,0.1992,0.0507,0.3651,0.3144,0.056,0.1648,0.1088,0.0774,0.1429,0.0655,0.0758,0.079,0.0032,0.0557,0.1475,0.0918,0.0697,0.1799,0.1102,0.052
s017,7,20,0.0708,0.1167,0.0459,0.0576,0.1262,0.0686,0.0425,0.0731,0.0306,0.0642,0.1917,0.1275,0.0568,0.3535,0.2967,0.0636,0.1956,0.132,0.0573,0.1157,0.0584,0.0721,0.0732,0.0011,0.0552,0.1452,0.09,0.0718,0.1701,0.0983,0.0634
s017,7,21,0.0721,0.1034,0.0313,0.0552,0.1344,0.0792,0.0452,0.0605,0.0153,0.0613,0.1956,0.1343,0.0515,0.3604,0.3089,0.0515,0.1859,0.1344,0.0599,0.1128,0.0529,0.0795,0.0771,-0.0024,0.0605,0.1476,0.0871,0.0705,0.1762,0.1057,0.0462
s017,7,22,0.0642,0.0918,0.0276,0.056,0.1447,0.0887,0.0539,0.0603,0.0064,0.0597,0.203,0.1433,0.0552,0.3593,0.3041,0.0573,0.1851,0.1278,0.0607,0.1038,0.0431,0.0782,0.0729,-0.0053,0.0624,0.1368,0.0744,0.0779,0.1873,0.1094,0.0634
s017,7,23,0.052,0.0717,0.0197,0.0478,0.1476,0.0998,0.0547,0.0531,-0.0016,0.0621,0.2173,0.1552,0.051,0.3506,0.2996,0.0489,0.1868,0.1379,0.0499,0.1144,0.0645,0.0726,0.0713,-0.0013,0.0552,0.1407,0.0855,0.0718,0.1778,0.106,0.0547
s017,7,24,0.0657,0.0949,0.0292,0.057,0.1526,0.0956,0.0446,0.061,0.0164,0.0634,0.2048,0.1414,0.0544,0.3236,0.2692,0.0634,0.2273,0.1639,0.0599,0.1191,0.0592,0.0673,0.0684,0.0011,0.0589,0.1199,0.061,0.0784,0.186,0.1076,0.0676
s017,7,25,0.0874,0.2061,0.1187,0.0491,0.1114,0.0623,0.0581,0.0861,0.028,0.0591,0.1858,0.1267,0.0576,0.3218,0.2642,0.0589,0.1941,0.1352,0.0631,0.1207,0.0576,0.0765,0.0367,-0.0398,0.067,0.1628,0.0958,0.0692,0.1823,0.1131,0.0679
s017,7,26,0.0763,0.1612,0.0849,0.0589,0.1225,0.0636,0.0565,0.1038,0.0473,0.065,0.2046,0.1396,0.051,0.3166,0.2656,0.0544,0.1858,0.1314,0.0533,0.1025,0.0492,0.0808,0.0671,-0.0137,0.0692,0.1507,0.0815,0.0784,0.186,0.1076,0.0639
s017,7,27,0.0702,0.2081,0.1379,0.0626,0.1769,0.1143,0.0557,0.089,0.0333,0.0679,0.2402,0.1723,0.0597,0.3398,0.2801,0.0644,0.1995,0.1351,0.0623,0.1247,0.0624,0.0819,0.0521,-0.0298,0.0615,0.1491,0.0876,0.07,0.1839,0.1139,0.0504
s017,7,28,0.0708,0.152,0.0812,0.0518,0.1173,0.0655,0.0365,0.0896,0.0531,0.0589,0.2014,0.1425,0.051,0.3815,0.3305,0.0533,0.226,0.1727,0.0597,0.1226,0.0629,0.0565,0.0544,-0.0021,0.0615,0.143,0.0815,0.0718,0.1836,0.1118,0.0639
s017,7,29,0.0705,0.1045,0.034,0.0599,0.1349,0.075,0.0457,0.0774,0.0317,0.0549,0.2032,0.1483,0.0541,0.4212,0.3671,0.0494,0.2197,0.1703,0.0694,0.1041,0.0347,0.0694,0.08,0.0106,0.0663,0.1544,0.0881,0.0697,0.1878,0.1181,0.0586
s017,7,30,0.0792,0.1235,0.0443,0.0491,0.1246,0.0755,0.0496,0.0847,0.0351,0.0536,0.1979,0.1443,0.0528,0.3617,0.3089,0.0584,0.182,0.1236,0.0663,0.1332,0.0669,0.0816,0.0513,-0.0303,0.0499,0.1562,0.1063,0.0721,0.6678,0.5957,0.0618
s017,7,31,0.0626,0.1942,0.1316,0.057,0.1552,0.0982,0.0487,0.0423,-0.0064,0.055,0.2236,0.1686,0.052,0.3381,0.2861,0.0597,0.196,0.1363,0.0528,0.1215,0.0687,0.075,0.0507,-0.0243,0.0687,0.1558,0.0871,0.0739,0.1873,0.1134,0.0586
s017,7,32,0.0642,0.0942,0.03,0.0489,0.1529,0.104,0.0449,0.0573,0.0124,0.052,0.1942,0.1422,0.052,0.3429,0.2909,0.0599,0.1856,0.1257,0.051,0.1276,0.0766,0.075,0.0394,-0.0356,0.0673,0.1607,0.0934,0.0689,0.1696,0.1007,0.0636
s017,7,33,0.0692,0.09,0.0208,0.061,0.1534,0.0924,0.0516,0.0452,-0.0064,0.0619,0.2292,0.1673,0.0512,0.3466,0.2954,0.0602,0.1967,0.1365,0.0584,0.1395,0.0811,0.0795,0.0246,-0.0549,0.0711,0.2017,0.1306,0.0673,0.1725,0.1052,0.0626
s017,7,34,0.0657,0.1245,0.0588,0.0496,0.1272,0.0776,0.0531,0.0669,0.0138,0.0576,0.1935,0.1359,0.052,0.3447,0.2927,0.0547,0.1759,0.1212,0.0544,0.1234,0.069,0.0686,0.0441,-0.0245,0.0626,0.1394,0.0768,0.0766,0.1733,0.0967,0.0602
s017,7,35,0.0684,0.167,0.0986,0.0594,0.1938,0.1344,0.0515,0.0959,0.0444,0.0618,0.3542,0.2924,0.0626,0.3654,0.3028,0.0536,0.1928,0.1392,0.056,0.1305,0.0745,0.0594,0.0436,-0.0158,0.0763,0.171,0.0947,0.0737,0.1815,0.1078,0.0623
s017,7,36,0.0803,0.1069,0.0266,0.0544,0.1457,0.0913,0.0597,0.0703,0.0106,0.0602,0.2146,0.1544,0.0539,0.3329,0.279,0.0523,0.2452,0.1929,0.0581,0.1236,0.0655,0.0764,0.0336,-0.0428,0.0751,0.1582,0.0831,0.0694,0.1677,0.0983,0.0718
s017,7,37,0.0721,0.1055,0.0334,0.0525,0.1172,0.0647,0.0496,0.075,0.0254,0.0723,0.2058,0.1335,0.0565,0.3408,0.2843,0.0586,0.189,0.1304,0.0615,0.1365,0.075,0.0697,0.0077,-0.062,0.0779,0.1563,0.0784,0.0779,0.1828,0.1049,0.0692
s017,7,38,0.0774,0.1013,0.0239,0.0457,0.1402,0.0945,0.0533,0.0655,0.0122,0.0576,0.1953,0.1377,0.0541,0.3178,0.2637,0.0528,0.1798,0.127,0.0623,0.1226,0.0603,0.0637,0.0373,-0.0264,0.065,0.1318,0.0668,0.0803,0.1881,0.1078,0.0665
s017,7,39,0.0774,0.2697,0.1923,0.0784,0.1853,0.1069,0.0642,0.1157,0.0515,0.0602,0.1979,0.1377,0.0531,0.3221,0.269,0.051,0.1751,0.1241,0.0504,0.1001,0.0497,0.0721,0.0584,-0.0137,0.0694,0.1494,0.08,0.0697,0.1823,0.1126,0.0599
s017,7,40,0.0694,0.0878,0.0184,0.0578,0.1476,0.0898,0.0407,0.0468,0.0061,0.0644,0.2116,0.1472,0.0504,0.341,0.2906,0.0502,0.1978,0.1476,0.0552,0.1112,0.056,0.0658,0.041,-0.0248,0.0668,0.1473,0.0805,0.0676,0.1691,0.1015,0.0531
